symbol,name,sector,industry,open,high,low,close,adj_close,volume,dividend_amount,split_coefficient,fte,fiscal_ye,latest_qtr,market_cap,ebitda,pe_ratio,peg_ratio,book_value,div_per_share,div_yield,eps,revenue_per_share,profit_margin,return_on_assets,return_on_equity,revenue,gross_profit,diluted_eps,qtr_earnings_growth_yoy,qtr_revenue_growth_yoy,analyst_target_price,trailing_pe,forward_pe,price_to_sales_ratio,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,week_high_52,week_low_52,moving_avg_50_day,moving_avg_200_day,shares_outstanding,shares_float,shares_short,shares_short_prior_month,short_ratio,short_percent_outstanding,short_percent_float,percent_insider,percent_institution,forward_annual_div_rate,forward_annual_div_yield,payout_ratio,sma,ema,macd,macd_signal,macd_hist,stoch_slow_d,stoch_slow_k,rsi,stochrsi_fast_d,stochrsi_fast_k,willr,roc,rocr,bbands_upper,bbands_middle,bbands_lower,refresh_date
CTL,CenturyLink Inc,Communication Services,Telecom Services,32.8,32.93,32.5,32.5,11.1338,352000.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.248,33.8795,0.0212,0.2511,-0.23,5.4853,4.8321,35.4895,0.0,0.0,-100.0,-2.8148,0.9719,36.0632,34.248,32.4328,2001-12-14
CTL,CenturyLink Inc,Communication Services,Telecom Services,32.2,32.2,31.11,32.19,11.0276,760300.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,31.453,31.6247,0.0602,-0.1506,0.2108,68.5503,78.6667,58.5969,79.3359,100.0,-2.6786,4.7154,1.0472,32.6417,31.453,30.2643,2002-02-20
CTL,CenturyLink Inc,Communication Services,Telecom Services,32.25,32.5,31.8,31.83,10.9042,664200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,31.598,31.7384,0.111,-0.0983,0.2093,70.4127,72.5714,59.0727,79.3359,100.0,-27.9167,4.7078,1.0471,32.7865,31.598,30.4095,2002-02-21
CTL,CenturyLink Inc,Communication Services,Telecom Services,32.1,32.7,32.04,32.65,11.1851,763100.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,31.79,31.8041,0.1375,-0.0511,0.1887,78.7208,84.9244,56.8935,82.9387,48.8161,-2.5641,6.3618,1.0636,32.5394,31.79,31.0406,2002-02-22
CTL,CenturyLink Inc,Communication Services,Telecom Services,32.7,33.0,32.33,32.99,11.3016,433400.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,31.96,31.967,0.2047,0.0,0.2046,81.1924,86.0813,62.9656,82.9387,100.0,-0.4444,5.4839,1.0548,32.6864,31.96,31.2336,2002-02-25
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.0,33.1,32.49,32.71,11.2057,866600.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,32.115,32.1548,0.2788,0.0558,0.2231,87.7721,92.3106,65.6535,82.9387,100.0,-16.5957,4.9285,1.0493,32.9868,32.115,31.2432,2002-02-26
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.1,33.19,31.6,32.4,11.0995,719600.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,32.28,32.3267,0.3417,0.113,0.2288,85.0403,76.7291,66.5526,100.0,100.0,-32.377,5.2464,1.0525,33.2087,32.28,31.3513,2002-02-27
CTL,CenturyLink Inc,Communication Services,Telecom Services,32.3,33.25,32.26,33.2,11.3736,754500.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,32.325,32.3218,0.3233,0.155,0.1683,81.645,75.8954,53.9899,66.6667,0.0,-2.0,1.4129,1.0141,33.2085,32.325,31.4415,2002-02-28
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.3,33.79,32.92,32.98,11.2982,422000.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,32.48,32.4997,0.385,0.201,0.184,74.2413,70.0993,63.5469,58.6914,76.0742,-29.0323,4.8819,1.0488,33.4456,32.48,31.5144,2002-03-01
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.1,33.75,32.92,33.55,11.4935,340400.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,32.585,32.6088,0.4129,0.2434,0.1695,76.3343,83.0082,60.7431,43.2766,53.7555,-8.9552,3.2761,1.0328,33.5689,32.585,31.6011,2002-03-04
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.55,34.2,33.51,33.89,11.6099,392200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,32.76,32.7799,0.466,0.2879,0.1781,77.7171,80.0439,64.6431,71.5434,84.8003,-10.0324,5.5031,1.055,33.7457,32.76,31.7743,2002-03-05
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.89,35.38,33.89,34.85,11.9388,573300.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,32.929,32.9818,0.5295,0.3362,0.1932,83.2541,86.7103,67.3649,79.5186,100.0,-14.0212,5.2484,1.0525,34.0438,32.929,31.8142,2002-03-06
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.9,34.99,34.0,34.08,11.693,587100.0,0.0525,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.194,33.3305,0.6537,0.3997,0.2539,79.8341,72.7481,73.9771,94.9334,100.0,-34.3915,8.2171,1.0822,34.7209,33.194,31.6671,2002-03-07
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.26,35.1,34.12,35.0,12.0087,635900.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.41,33.4995,0.6925,0.4583,0.2342,77.0106,71.5734,64.7416,76.7381,30.2144,-10.0529,6.729,1.0673,34.8662,33.41,31.9538,2002-03-08
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.95,35.5,34.46,35.17,12.067,953500.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.635,33.7633,0.7701,0.5206,0.2494,72.0099,71.7081,69.3286,60.1374,50.1979,-8.4615,6.8807,1.0688,35.2675,33.635,32.0025,2002-03-11
CTL,CenturyLink Inc,Communication Services,Telecom Services,35.4,35.4,34.91,35.2,12.0773,579600.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.875,34.0608,0.858,0.5881,0.2699,75.4645,83.1121,71.9709,52.8965,78.2774,-7.6923,7.2727,1.0727,35.751,33.875,31.999,2002-03-12
CTL,CenturyLink Inc,Communication Services,Telecom Services,35.2,35.45,34.51,34.51,11.8405,1062200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.085,34.268,0.9011,0.6507,0.2504,73.6938,66.2612,69.034,58.3174,46.4768,-30.5556,6.3444,1.0634,36.0356,34.085,32.1344,2002-03-13
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.51,34.51,33.25,33.9,11.6312,998200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.306,34.312,0.8696,0.6945,0.1751,65.8195,48.0851,59.6959,41.5847,0.0,-62.0155,6.8421,1.0684,35.8576,34.306,32.7544,2002-03-14
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.91,34.29,33.6,33.75,11.5798,705700.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.367,34.2389,0.7871,0.713,0.0741,47.5722,28.3704,52.7958,15.4923,0.0,-67.8295,1.8318,1.0183,35.7989,34.367,32.9351,2002-03-15
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.8,34.8,33.75,34.03,11.6759,457200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.437,34.1591,0.7047,0.7114,-0.0066,35.1036,28.8552,51.5813,0.0,0.0,-65.3333,2.1148,1.0211,35.6688,34.437,33.2052,2002-03-18
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.4,33.55,32.84,33.55,11.5112,1922100.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.422,34.0211,0.6003,0.6891,-0.0889,28.5063,28.2933,47.1948,0.0,0.0,-73.3083,-0.4471,0.9955,35.6994,34.422,33.1446,2002-03-19
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.35,33.95,33.08,33.55,11.5112,790100.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.368,33.8991,0.5076,0.6528,-0.1452,30.0364,32.9607,46.6439,0.0,0.0,-73.3083,-1.5934,0.9841,35.7704,34.368,32.9656,2002-03-20
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.0,34.0,33.42,33.53,11.5043,393300.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.278,33.9174,0.4811,0.6185,-0.1374,31.3771,32.8772,54.3424,33.3333,100.0,-74.0602,-2.5788,0.9742,35.6474,34.278,32.9086,2002-03-21
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.5,34.21,33.3,33.55,11.5112,663200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.202,33.8415,0.4149,0.5778,-0.1629,33.9074,35.8844,48.3766,40.8355,22.5066,-73.3083,-2.2183,0.9778,35.6491,34.202,32.7549,2002-03-22
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.6,33.74,33.2,33.55,11.5112,387800.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,34.067,33.7976,0.3663,0.5355,-0.1692,36.6153,41.0845,49.606,53.6609,38.4761,-72.7969,-3.8627,0.9614,35.4607,34.067,32.6733,2002-03-25
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.65,33.9,33.35,33.72,11.5695,532100.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.892,33.7708,0.3281,0.494,-0.1659,41.7325,48.2288,50.264,36.0021,47.0237,-66.2835,-4.9435,0.9506,34.9776,33.892,32.8064,2002-03-26
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.8,33.8,32.68,33.41,11.4631,777300.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.752,33.7761,0.3063,0.4565,-0.1501,47.1238,52.0581,52.3386,50.6369,66.411,-65.566,-3.9773,0.9602,34.3995,33.752,33.1045,2002-03-27
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.14,34.35,33.08,34.0,11.6656,401400.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.615,33.6604,0.2331,0.4118,-0.1787,53.8058,61.1305,43.4735,37.8116,0.0,-37.7358,-3.9699,0.9603,34.129,33.615,33.101,2002-03-28
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.4,34.4,33.37,34.19,11.7307,342100.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.664,33.7949,0.2737,0.3842,-0.1105,61.5679,71.515,58.4147,55.4703,100.0,-28.7736,1.445,1.0145,34.3468,33.664,32.9812,2002-04-01
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.97,34.31,33.9,34.22,11.741,398200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.681,33.8267,0.268,0.3609,-0.0929,72.7004,85.4558,53.0932,54.7947,64.3842,-10.4651,0.503,1.005,34.3847,33.681,32.9773,2002-04-02
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.15,34.32,33.91,34.18,11.7273,449900.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.756,33.8855,0.2749,0.3437,-0.0689,81.7164,88.1783,54.9999,80.5099,77.1455,-12.7907,2.2455,1.0225,34.4834,33.756,33.0286,2002-04-03
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.18,34.35,34.01,34.27,11.7582,656000.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.839,33.9391,0.2795,0.3309,-0.0514,87.5331,88.9652,55.3361,73.6418,79.3957,-7.5581,2.4888,1.0249,34.5514,33.839,33.1266,2002-04-04
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.27,34.45,33.85,34.09,11.6964,537600.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.866,33.9992,0.2871,0.3221,-0.035,86.162,81.3425,56.4214,73.0282,62.5432,-20.339,0.7941,1.0079,34.62,33.866,33.112,2002-04-05
CTL,CenturyLink Inc,Communication Services,Telecom Services,34.0,34.05,33.51,33.51,11.4974,264600.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.916,33.9994,0.2683,0.3114,-0.0431,74.1935,52.2727,52.1939,47.313,0.0,-53.1073,1.4925,1.0149,34.6316,33.916,33.2004,2002-04-08
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.59,33.89,32.92,33.0,11.3225,671100.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.915,33.9249,0.2178,0.2926,-0.0749,52.5268,23.9651,46.336,20.8477,0.0,-81.9209,-0.0298,0.9997,34.6324,33.915,33.1976,2002-04-09
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.05,33.46,32.49,33.01,11.3259,895500.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.855,33.7659,0.1326,0.2606,-0.128,28.9414,10.5865,39.7992,0.0,0.0,-73.4694,-1.7831,0.9822,34.7333,33.855,32.9767,2002-04-10
CTL,CenturyLink Inc,Communication Services,Telecom Services,33.6,33.62,32.86,33.2,11.3911,1010200.0,0.0,1.0,40000,0.0,2020-06-30,11973900000.0,8682000000.0,10.0354,419.226,12.27,1.0,0.0916,1.123,20.478,0.0552,0.038,0.0896,22019000000.0,12324000000.0,1.123,0.009,-0.034,9.66,10.0354,8.4602,0.5549,0.9245,2.0644,5.4668,1.0173,15.3,8.45,10.4957,10.3594,1097540000.0,991494000.0,113364000.0,110842000.0,9.01,0.1,0.1176,0.789,78.272,1.0,0.0916,0.885,33.835,33.7357,0.1083,0.2302,-0.1219,19.071,22.6613,48.0872,16.6202,49.8606,-63.7755,-0.5917,0.9941,34.7264,33.835,32.9436,2002-04-11
